datetime,leads,cpl,roi
2024-03-20 17:00:00,2,30.39,0.294
2024-03-20 18:00:00,0,32.07,0.261
2024-03-20 19:00:00,5,32.19,0.273
2024-03-20 20:00:00,2,31.28,0.243
2024-03-20 21:00:00,4,35.48,0.294
2024-03-20 22:00:00,1,35.35,0.133
2024-03-20 23:00:00,3,35.97,0.356
2024-03-21 00:00:00,5,33.0,0.348
2024-03-21 01:00:00,5,32.54,0.271
2024-03-21 02:00:00,5,35.05,0.251
2024-03-21 03:00:00,6,33.73,0.396
2024-03-21 04:00:00,3,33.75,0.368
2024-03-21 05:00:00,5,28.45,0.306
2024-03-21 06:00:00,5,35.08,0.285
2024-03-21 07:00:00,5,34.84,0.321
2024-03-21 08:00:00,4,33.62,0.247
2024-03-21 09:00:00,2,35.29,0.334
2024-03-21 10:00:00,1,34.89,0.259
2024-03-21 11:00:00,0,32.32,0.199
2024-03-21 12:00:00,3,33.31,0.278
2024-03-21 13:00:00,3,31.76,0.268
2024-03-21 14:00:00,2,36.73,0.409
2024-03-21 15:00:00,1,35.78,0.402
2024-03-21 16:00:00,0,32.23,0.263
2024-03-21 17:00:00,0,35.12,0.313
2024-03-21 18:00:00,1,34.47,0.286
2024-03-21 19:00:00,1,32.57,0.41
2024-03-21 20:00:00,0,34.22,0.227
2024-03-21 21:00:00,2,35.71,0.341
2024-03-21 22:00:00,2,35.9,0.382
2024-03-21 23:00:00,2,38.71,0.291
2024-03-22 00:00:00,2,34.26,0.319
2024-03-22 01:00:00,5,33.62,0.37
2024-03-22 02:00:00,3,35.24,0.262
2024-03-22 03:00:00,2,33.78,0.35
2024-03-22 04:00:00,3,33.0,0.24
2024-03-22 05:00:00,3,32.34,0.238
2024-03-22 06:00:00,5,27.36,0.36
2024-03-22 07:00:00,4,35.71,0.269
2024-03-22 08:00:00,3,30.99,0.326
2024-03-22 09:00:00,1,32.53,0.258
2024-03-22 10:00:00,4,34.89,0.331
2024-03-22 11:00:00,1,33.69,0.234
2024-03-22 12:00:00,1,38.65,0.382
2024-03-22 13:00:00,3,31.35,0.358
2024-03-22 14:00:00,2,38.87,0.287
2024-03-22 15:00:00,0,37.18,0.224
2024-03-22 16:00:00,0,36.25,0.307
2024-03-22 17:00:00,0,37.33,0.299
2024-03-22 18:00:00,0,35.28,0.289
2024-03-22 19:00:00,2,31.09,0.369
2024-03-22 20:00:00,1,35.54,0.377
2024-03-22 21:00:00,2,31.57,0.338
2024-03-22 22:00:00,1,33.49,0.391
2024-03-22 23:00:00,5,34.41,0.176
2024-03-23 00:00:00,8,32.76,0.301
2024-03-23 01:00:00,3,36.49,0.299
2024-03-23 02:00:00,5,34.19,0.358
2024-03-23 03:00:00,5,35.45,0.3
2024-03-23 04:00:00,5,34.63,0.344
2024-03-23 05:00:00,4,34.92,0.292
2024-03-23 06:00:00,4,32.91,0.282
2024-03-23 07:00:00,3,32.35,0.356
2024-03-23 08:00:00,5,34.41,0.316
2024-03-23 09:00:00,4,32.8,0.331
2024-03-23 10:00:00,0,37.53,0.253
2024-03-23 11:00:00,4,32.0,0.349
2024-03-23 12:00:00,3,39.44,0.262
2024-03-23 13:00:00,5,35.39,0.401
2024-03-23 14:00:00,3,34.93,0.302
2024-03-23 15:00:00,0,33.73,0.294
2024-03-23 16:00:00,0,36.13,0.36
2024-03-23 17:00:00,1,34.42,0.312
2024-03-23 18:00:00,2,35.44,0.351
2024-03-23 19:00:00,4,36.54,0.3
2024-03-23 20:00:00,3,36.2,0.35
2024-03-23 21:00:00,5,37.35,0.311
2024-03-23 22:00:00,2,35.96,0.358
2024-03-23 23:00:00,6,32.99,0.372
2024-03-24 00:00:00,7,30.74,0.235
2024-03-24 01:00:00,3,35.33,0.332
2024-03-24 02:00:00,9,35.37,0.406
2024-03-24 03:00:00,7,38.78,0.345
2024-03-24 04:00:00,8,34.7,0.436
2024-03-24 05:00:00,6,35.69,0.268
2024-03-24 06:00:00,10,36.5,0.327
2024-03-24 07:00:00,6,35.98,0.338
2024-03-24 08:00:00,9,36.65,0.288
2024-03-24 09:00:00,8,33.33,0.252
2024-03-24 10:00:00,5,33.02,0.422
2024-03-24 11:00:00,9,34.41,0.37
2024-03-24 12:00:00,6,30.63,0.342
2024-03-24 13:00:00,6,34.9,0.316
2024-03-24 14:00:00,3,33.67,0.321
2024-03-24 15:00:00,8,35.63,0.345
2024-03-24 16:00:00,3,34.46,0.385
2024-03-24 17:00:00,6,32.96,0.278
2024-03-24 18:00:00,4,37.62,0.319
2024-03-24 19:00:00,4,35.16,0.295
2024-03-24 20:00:00,7,36.72,0.26
2024-03-24 21:00:00,8,35.37,0.282
2024-03-24 22:00:00,5,35.93,0.324
2024-03-24 23:00:00,9,32.28,0.298
2024-03-25 00:00:00,10,37.56,0.314
2024-03-25 01:00:00,7,36.76,0.349
2024-03-25 02:00:00,11,34.96,0.37
2024-03-25 03:00:00,7,35.57,0.445
2024-03-25 04:00:00,9,37.0,0.351
2024-03-25 05:00:00,10,34.25,0.282
2024-03-25 06:00:00,8,31.82,0.368
2024-03-25 07:00:00,10,34.28,0.296
2024-03-25 08:00:00,10,35.29,0.277
2024-03-25 09:00:00,9,34.92,0.343
2024-03-25 10:00:00,10,37.61,0.383
2024-03-25 11:00:00,8,33.05,0.282
2024-03-25 12:00:00,8,33.3,0.328
2024-03-25 13:00:00,9,32.85,0.335
2024-03-25 14:00:00,8,35.81,0.264
2024-03-25 15:00:00,7,31.9,0.24
2024-03-25 16:00:00,4,36.43,0.242
2024-03-25 17:00:00,7,33.07,0.376
2024-03-25 18:00:00,5,33.39,0.288
2024-03-25 19:00:00,4,38.46,0.28
2024-03-25 20:00:00,6,37.38,0.327
2024-03-25 21:00:00,6,35.15,0.376
2024-03-25 22:00:00,9,32.28,0.253
2024-03-25 23:00:00,9,38.92,0.217
2024-03-26 00:00:00,6,34.49,0.385
2024-03-26 01:00:00,8,35.37,0.337
2024-03-26 02:00:00,7,36.69,0.257
2024-03-26 03:00:00,9,30.93,0.289
2024-03-26 04:00:00,10,33.56,0.261
2024-03-26 05:00:00,9,34.69,0.343
2024-03-26 06:00:00,9,35.08,0.362
2024-03-26 07:00:00,11,32.2,0.344
2024-03-26 08:00:00,6,35.45,0.319
2024-03-26 09:00:00,10,34.85,0.329
2024-03-26 10:00:00,7,38.1,0.273
2024-03-26 11:00:00,7,36.76,0.288
2024-03-26 12:00:00,6,34.2,0.311
2024-03-26 13:00:00,9,34.34,0.296
2024-03-26 14:00:00,4,36.74,0.31
2024-03-26 15:00:00,5,35.27,0.229
2024-03-26 16:00:00,6,31.94,0.354
2024-03-26 17:00:00,2,38.86,0.256
2024-03-26 18:00:00,3,32.67,0.204
2024-03-26 19:00:00,5,39.59,0.274
2024-03-26 20:00:00,4,35.48,0.299
2024-03-26 21:00:00,4,33.33,0.41
2024-03-26 22:00:00,5,29.85,0.285
2024-03-26 23:00:00,7,36.12,0.32
2024-03-27 00:00:00,6,31.45,0.325
2024-03-27 01:00:00,9,35.25,0.234
2024-03-27 02:00:00,6,38.38,0.304
2024-03-27 03:00:00,6,32.22,0.296
2024-03-27 04:00:00,11,35.95,0.313
2024-03-27 05:00:00,7,32.83,0.33
2024-03-27 06:00:00,6,36.7,0.351
2024-03-27 07:00:00,5,34.55,0.266
2024-03-27 08:00:00,8,34.36,0.333
2024-03-27 09:00:00,6,36.79,0.272
2024-03-27 10:00:00,5,35.6,0.263
2024-03-27 11:00:00,5,32.72,0.396
2024-03-27 12:00:00,6,37.88,0.218
2024-03-27 13:00:00,4,31.21,0.283
2024-03-27 14:00:00,7,34.81,0.319
2024-03-27 15:00:00,3,32.59,0.278
2024-03-27 16:00:00,4,31.24,0.316
2024-03-27 17:00:00,4,31.92,0.241
2024-03-27 18:00:00,2,34.07,0.216
2024-03-27 19:00:00,2,34.84,0.264
2024-03-27 20:00:00,3,36.24,0.316
2024-03-27 21:00:00,4,37.05,0.299
2024-03-27 22:00:00,2,34.63,0.34
2024-03-27 23:00:00,4,33.16,0.237
2024-03-28 00:00:00,6,36.1,0.279
2024-03-28 01:00:00,8,32.76,0.304
2024-03-28 02:00:00,6,30.78,0.259
2024-03-28 03:00:00,8,35.82,0.314
2024-03-28 04:00:00,4,36.56,0.293
2024-03-28 05:00:00,6,32.24,0.332
2024-03-28 06:00:00,7,37.78,0.322
2024-03-28 07:00:00,3,35.0,0.214
2024-03-28 08:00:00,4,34.67,0.381
2024-03-28 09:00:00,6,32.74,0.198
2024-03-28 10:00:00,2,35.78,0.229
2024-03-28 11:00:00,1,30.67,0.303
2024-03-28 12:00:00,4,33.01,0.322
2024-03-28 13:00:00,3,32.19,0.293
2024-03-28 14:00:00,2,31.01,0.28
2024-03-28 15:00:00,1,35.32,0.302
2024-03-28 16:00:00,0,34.25,0.333
2024-03-28 17:00:00,1,35.14,0.249
2024-03-28 18:00:00,3,32.95,0.251
2024-03-28 19:00:00,1,35.44,0.263
2024-03-28 20:00:00,4,33.6,0.372
2024-03-28 21:00:00,0,32.47,0.325
2024-03-28 22:00:00,2,32.1,0.335
2024-03-28 23:00:00,2,29.38,0.386
2024-03-29 00:00:00,1,35.64,0.345
2024-03-29 01:00:00,3,35.38,0.314
2024-03-29 02:00:00,4,39.1,0.384
2024-03-29 03:00:00,5,32.54,0.257
2024-03-29 04:00:00,7,31.85,0.292
2024-03-29 05:00:00,5,29.74,0.363
2024-03-29 06:00:00,6,35.03,0.196
2024-03-29 07:00:00,4,34.54,0.266
2024-03-29 08:00:00,6,36.15,0.345
2024-03-29 09:00:00,7,31.18,0.311
2024-03-29 10:00:00,3,34.41,0.331
2024-03-29 11:00:00,1,31.89,0.209
2024-03-29 12:00:00,1,35.59,0.263
2024-03-29 13:00:00,2,33.94,0.337
2024-03-29 14:00:00,1,29.72,0.26
2024-03-29 15:00:00,2,32.53,0.346
2024-03-29 16:00:00,1,28.86,0.319
2024-03-29 17:00:00,0,30.4,0.246
2024-03-29 18:00:00,0,30.48,0.322
2024-03-29 19:00:00,1,31.37,0.342
2024-03-29 20:00:00,4,32.09,0.323
2024-03-29 21:00:00,3,32.9,0.331
2024-03-29 22:00:00,3,32.77,0.218
2024-03-29 23:00:00,4,32.45,0.417
2024-03-30 00:00:00,3,33.13,0.445
2024-03-30 01:00:00,3,29.92,0.376
2024-03-30 02:00:00,3,32.53,0.31
2024-03-30 03:00:00,5,35.22,0.284
2024-03-30 04:00:00,4,31.98,0.285
2024-03-30 05:00:00,7,33.26,0.343
2024-03-30 06:00:00,4,33.03,0.357
2024-03-30 07:00:00,4,33.92,0.271
2024-03-30 08:00:00,8,32.73,0.303
2024-03-30 09:00:00,4,33.8,0.366
2024-03-30 10:00:00,4,33.09,0.298
2024-03-30 11:00:00,4,33.35,0.309
2024-03-30 12:00:00,2,32.88,0.372
2024-03-30 13:00:00,5,29.94,0.364
2024-03-30 14:00:00,4,29.57,0.343
2024-03-30 15:00:00,5,31.17,0.25
2024-03-30 16:00:00,1,34.94,0.25
2024-03-30 17:00:00,2,31.45,0.266
2024-03-30 18:00:00,3,32.37,0.277
2024-03-30 19:00:00,3,27.78,0.314
2024-03-30 20:00:00,1,32.06,0.298
2024-03-30 21:00:00,4,31.8,0.295
2024-03-30 22:00:00,2,26.24,0.29
2024-03-30 23:00:00,6,32.13,0.259
2024-03-31 00:00:00,2,28.2,0.279
2024-03-31 01:00:00,3,30.01,0.424
2024-03-31 02:00:00,8,33.41,0.337
2024-03-31 03:00:00,6,31.69,0.303
2024-03-31 04:00:00,6,30.44,0.227
2024-03-31 05:00:00,10,30.23,0.253
2024-03-31 06:00:00,8,30.42,0.3
2024-03-31 07:00:00,9,31.53,0.37
2024-03-31 08:00:00,7,28.77,0.313
2024-03-31 09:00:00,11,33.37,0.313
2024-03-31 10:00:00,6,28.79,0.357
2024-03-31 11:00:00,9,27.59,0.253
2024-03-31 12:00:00,6,32.98,0.372
2024-03-31 13:00:00,3,30.08,0.282
2024-03-31 14:00:00,6,31.05,0.359
2024-03-31 15:00:00,5,32.18,0.385
2024-03-31 16:00:00,3,29.39,0.256
2024-03-31 17:00:00,3,31.06,0.301
2024-03-31 18:00:00,5,32.04,0.341
2024-03-31 19:00:00,6,33.98,0.287
2024-03-31 20:00:00,2,29.63,0.288
2024-03-31 21:00:00,8,29.68,0.281
2024-03-31 22:00:00,6,31.69,0.208
2024-03-31 23:00:00,5,30.94,0.354
2024-04-01 00:00:00,9,30.21,0.25
2024-04-01 01:00:00,8,33.62,0.186
2024-04-01 02:00:00,11,27.03,0.353
2024-04-01 03:00:00,10,27.51,0.325
2024-04-01 04:00:00,10,26.96,0.235
2024-04-01 05:00:00,9,32.67,0.355
2024-04-01 06:00:00,10,31.25,0.334
2024-04-01 07:00:00,9,27.43,0.3
2024-04-01 08:00:00,8,29.88,0.283
2024-04-01 09:00:00,10,30.03,0.294
2024-04-01 10:00:00,8,25.63,0.31
2024-04-01 11:00:00,8,30.38,0.261
2024-04-01 12:00:00,9,27.6,0.356
2024-04-01 13:00:00,7,31.33,0.328
2024-04-01 14:00:00,7,27.58,0.293
2024-04-01 15:00:00,5,30.26,0.387
2024-04-01 16:00:00,7,32.37,0.285
2024-04-01 17:00:00,7,31.69,0.377
2024-04-01 18:00:00,7,30.71,0.314
2024-04-01 19:00:00,5,29.49,0.337
2024-04-01 20:00:00,6,26.61,0.281
2024-04-01 21:00:00,8,28.69,0.206
2024-04-01 22:00:00,8,29.07,0.323
2024-04-01 23:00:00,7,28.88,0.24
2024-04-02 00:00:00,10,26.37,0.268
2024-04-02 01:00:00,6,30.26,0.303
2024-04-02 02:00:00,10,26.99,0.267
2024-04-02 03:00:00,8,32.4,0.297
2024-04-02 04:00:00,13,29.56,0.309
2024-04-02 05:00:00,7,31.18,0.225
2024-04-02 06:00:00,11,31.09,0.312
2024-04-02 07:00:00,9,33.29,0.268
2024-04-02 08:00:00,8,29.45,0.245
2024-04-02 09:00:00,9,28.27,0.198
2024-04-02 10:00:00,9,28.26,0.221
2024-04-02 11:00:00,6,31.95,0.299
2024-04-02 12:00:00,6,26.28,0.3
2024-04-02 13:00:00,7,27.12,0.324
2024-04-02 14:00:00,3,29.31,0.384
2024-04-02 15:00:00,4,28.48,0.366
2024-04-02 16:00:00,10,30.68,0.348
2024-04-02 17:00:00,3,26.03,0.357
2024-04-02 18:00:00,7,28.53,0.307
2024-04-02 19:00:00,4,28.25,0.306
2024-04-02 20:00:00,6,26.44,0.374
2024-04-02 21:00:00,6,30.3,0.308
2024-04-02 22:00:00,8,28.31,0.309
2024-04-02 23:00:00,6,28.19,0.356
2024-04-03 00:00:00,10,26.76,0.284
2024-04-03 01:00:00,6,27.63,0.291
2024-04-03 02:00:00,8,26.29,0.229
2024-04-03 03:00:00,8,30.02,0.274
2024-04-03 04:00:00,6,30.31,0.281
2024-04-03 05:00:00,7,31.57,0.283
2024-04-03 06:00:00,8,29.04,0.337
2024-04-03 07:00:00,7,27.45,0.246
2024-04-03 08:00:00,10,27.15,0.371
2024-04-03 09:00:00,5,29.03,0.194
2024-04-03 10:00:00,7,28.41,0.327
2024-04-03 11:00:00,6,27.62,0.337
2024-04-03 12:00:00,4,27.4,0.331
2024-04-03 13:00:00,2,30.23,0.351
2024-04-03 14:00:00,2,26.98,0.286
2024-04-03 15:00:00,2,30.5,0.359
2024-04-03 16:00:00,0,28.13,0.262
2024-04-03 17:00:00,1,26.99,0.266
2024-04-03 18:00:00,0,26.12,0.4
2024-04-03 19:00:00,4,27.34,0.305
2024-04-03 20:00:00,4,28.62,0.344
2024-04-03 21:00:00,4,26.82,0.321
2024-04-03 22:00:00,4,29.24,0.332
2024-04-03 23:00:00,4,26.65,0.195
2024-04-04 00:00:00,6,27.21,0.314
2024-04-04 01:00:00,4,24.85,0.296
2024-04-04 02:00:00,5,28.51,0.344
2024-04-04 03:00:00,6,26.82,0.256
2024-04-04 04:00:00,3,30.47,0.355
2024-04-04 05:00:00,10,28.69,0.235
2024-04-04 06:00:00,5,27.41,0.273
2024-04-04 07:00:00,5,29.65,0.216
2024-04-04 08:00:00,6,27.98,0.241
2024-04-04 09:00:00,5,29.15,0.295
2024-04-04 10:00:00,3,25.37,0.363
2024-04-04 11:00:00,3,27.98,0.297
2024-04-04 12:00:00,0,28.03,0.231
2024-04-04 13:00:00,1,23.9,0.189
2024-04-04 14:00:00,2,29.97,0.328
2024-04-04 15:00:00,1,24.6,0.262
2024-04-04 16:00:00,2,24.29,0.268
2024-04-04 17:00:00,0,21.16,0.348
2024-04-04 18:00:00,0,27.77,0.288
2024-04-04 19:00:00,2,23.5,0.279
2024-04-04 20:00:00,3,25.72,0.302
2024-04-04 21:00:00,2,28.4,0.368
2024-04-04 22:00:00,1,27.07,0.307
2024-04-04 23:00:00,4,25.41,0.186
2024-04-05 00:00:00,8,23.44,0.253
2024-04-05 01:00:00,3,26.37,0.28
2024-04-05 02:00:00,1,28.27,0.337
2024-04-05 03:00:00,3,27.93,0.232
2024-04-05 04:00:00,5,30.07,0.301
2024-04-05 05:00:00,2,25.16,0.289
2024-04-05 06:00:00,4,23.8,0.344
2024-04-05 07:00:00,4,27.02,0.244
2024-04-05 08:00:00,6,26.8,0.302
2024-04-05 09:00:00,5,26.33,0.37
2024-04-05 10:00:00,4,24.82,0.338
2024-04-05 11:00:00,0,20.98,0.323
2024-04-05 12:00:00,3,24.24,0.278
2024-04-05 13:00:00,2,27.34,0.301
2024-04-05 14:00:00,1,26.77,0.287
2024-04-05 15:00:00,0,28.1,0.336
2024-04-05 16:00:00,0,26.83,0.319
2024-04-05 17:00:00,0,27.59,0.261
2024-04-05 18:00:00,0,27.62,0.38
2024-04-05 19:00:00,1,26.1,0.353
2024-04-05 20:00:00,0,26.09,0.249
2024-04-05 21:00:00,5,20.19,0.275
2024-04-05 22:00:00,2,24.67,0.284
2024-04-05 23:00:00,5,24.73,0.333
2024-04-06 00:00:00,1,25.71,0.252
2024-04-06 01:00:00,3,24.04,0.259
2024-04-06 02:00:00,4,27.75,0.336
2024-04-06 03:00:00,3,24.09,0.32
2024-04-06 04:00:00,4,28.04,0.194
2024-04-06 05:00:00,5,23.88,0.325
2024-04-06 06:00:00,5,24.58,0.218
2024-04-06 07:00:00,8,24.4,0.26
2024-04-06 08:00:00,5,24.74,0.273
2024-04-06 09:00:00,5,28.07,0.268
2024-04-06 10:00:00,5,25.04,0.259
2024-04-06 11:00:00,5,25.07,0.24
2024-04-06 12:00:00,3,24.16,0.317
2024-04-06 13:00:00,2,25.11,0.211
2024-04-06 14:00:00,3,26.04,0.265
2024-04-06 15:00:00,4,25.15,0.331
2024-04-06 16:00:00,4,25.26,0.311
2024-04-06 17:00:00,2,27.58,0.222
2024-04-06 18:00:00,4,26.07,0.194
2024-04-06 19:00:00,3,23.2,0.236
2024-04-06 20:00:00,3,25.32,0.182
2024-04-06 21:00:00,3,24.39,0.295
2024-04-06 22:00:00,4,26.49,0.268
2024-04-06 23:00:00,7,25.64,0.271
2024-04-07 00:00:00,6,27.68,0.316
2024-04-07 01:00:00,6,23.92,0.334
2024-04-07 02:00:00,5,25.0,0.302
2024-04-07 03:00:00,7,23.24,0.279
2024-04-07 04:00:00,7,25.26,0.255
2024-04-07 05:00:00,6,22.26,0.273
2024-04-07 06:00:00,8,25.96,0.3
2024-04-07 07:00:00,7,25.19,0.336
2024-04-07 08:00:00,8,25.6,0.22
2024-04-07 09:00:00,7,26.85,0.233
2024-04-07 10:00:00,5,25.71,0.289
2024-04-07 11:00:00,6,22.69,0.184
2024-04-07 12:00:00,6,24.12,0.304
2024-04-07 13:00:00,7,25.06,0.342
2024-04-07 14:00:00,6,24.55,0.407
2024-04-07 15:00:00,4,24.78,0.294
2024-04-07 16:00:00,5,28.42,0.332
2024-04-07 17:00:00,7,25.37,0.29
2024-04-07 18:00:00,6,25.92,0.37
2024-04-07 19:00:00,6,21.13,0.268
2024-04-07 20:00:00,7,26.63,0.306
2024-04-07 21:00:00,8,30.83,0.319
2024-04-07 22:00:00,8,27.81,0.308
2024-04-07 23:00:00,8,24.23,0.25
2024-04-08 00:00:00,10,29.66,0.22
2024-04-08 01:00:00,7,25.15,0.34
2024-04-08 02:00:00,7,25.7,0.301
2024-04-08 03:00:00,10,24.54,0.292
2024-04-08 04:00:00,10,24.48,0.333
2024-04-08 05:00:00,9,20.57,0.331
2024-04-08 06:00:00,11,26.63,0.306
2024-04-08 07:00:00,7,24.45,0.32
2024-04-08 08:00:00,8,24.67,0.262
2024-04-08 09:00:00,8,25.58,0.315
2024-04-08 10:00:00,6,24.2,0.21
2024-04-08 11:00:00,10,25.56,0.289
2024-04-08 12:00:00,5,27.43,0.325
2024-04-08 13:00:00,6,25.83,0.252
2024-04-08 14:00:00,8,24.71,0.295
2024-04-08 15:00:00,7,24.77,0.303
2024-04-08 16:00:00,4,25.41,0.243
2024-04-08 17:00:00,7,23.34,0.344
2024-04-08 18:00:00,7,25.42,0.303
2024-04-08 19:00:00,10,26.37,0.204
2024-04-08 20:00:00,7,25.18,0.292
2024-04-08 21:00:00,7,24.15,0.36
2024-04-08 22:00:00,6,24.43,0.287
2024-04-08 23:00:00,7,26.3,0.255
2024-04-09 00:00:00,7,22.8,0.26
2024-04-09 01:00:00,11,23.37,0.279
2024-04-09 02:00:00,9,21.79,0.226
2024-04-09 03:00:00,10,25.07,0.357
2024-04-09 04:00:00,12,26.73,0.333
2024-04-09 05:00:00,6,27.67,0.341
2024-04-09 06:00:00,12,28.11,0.211
2024-04-09 07:00:00,9,23.63,0.293
2024-04-09 08:00:00,10,25.52,0.34
2024-04-09 09:00:00,7,24.21,0.239
2024-04-09 10:00:00,7,28.32,0.283
2024-04-09 11:00:00,8,27.63,0.231
2024-04-09 12:00:00,10,25.37,0.328
2024-04-09 13:00:00,8,23.8,0.275
2024-04-09 14:00:00,8,18.15,0.281
2024-04-09 15:00:00,5,22.18,0.23
2024-04-09 16:00:00,4,21.35,0.363
2024-04-09 17:00:00,4,22.17,0.288
2024-04-09 18:00:00,4,28.83,0.325
2024-04-09 19:00:00,2,22.49,0.305
2024-04-09 20:00:00,4,22.96,0.24
2024-04-09 21:00:00,5,23.25,0.204
2024-04-09 22:00:00,6,30.3,0.276
2024-04-09 23:00:00,7,24.98,0.341
2024-04-10 00:00:00,7,27.11,0.187
2024-04-10 01:00:00,7,25.48,0.383
2024-04-10 02:00:00,7,21.17,0.327
2024-04-10 03:00:00,5,28.21,0.295
2024-04-10 04:00:00,7,25.96,0.279
2024-04-10 05:00:00,6,24.93,0.328
2024-04-10 06:00:00,8,28.7,0.224
2024-04-10 07:00:00,9,24.5,0.307
2024-04-10 08:00:00,8,24.92,0.3
2024-04-10 09:00:00,7,24.53,0.374
2024-04-10 10:00:00,5,27.38,0.266
2024-04-10 11:00:00,4,26.87,0.287
2024-04-10 12:00:00,3,25.82,0.281
2024-04-10 13:00:00,2,23.17,0.259
2024-04-10 14:00:00,5,24.55,0.358
2024-04-10 15:00:00,3,23.2,0.236
2024-04-10 16:00:00,1,27.64,0.208
2024-04-10 17:00:00,1,22.18,0.296
2024-04-10 18:00:00,1,28.54,0.248
2024-04-10 19:00:00,2,27.94,0.297
2024-04-10 20:00:00,4,23.54,0.316
2024-04-10 21:00:00,2,24.56,0.291
2024-04-10 22:00:00,0,23.99,0.285
2024-04-10 23:00:00,3,26.29,0.181
2024-04-11 00:00:00,4,28.28,0.312
2024-04-11 01:00:00,4,27.84,0.293
2024-04-11 02:00:00,4,24.62,0.377
2024-04-11 03:00:00,5,28.02,0.34
2024-04-11 04:00:00,5,27.87,0.209
2024-04-11 05:00:00,5,25.17,0.336
2024-04-11 06:00:00,6,25.55,0.218
2024-04-11 07:00:00,4,28.67,0.325
2024-04-11 08:00:00,4,27.72,0.356
2024-04-11 09:00:00,6,28.08,0.376
2024-04-11 10:00:00,4,30.82,0.263
2024-04-11 11:00:00,4,26.76,0.318
2024-04-11 12:00:00,4,26.34,0.333
2024-04-11 13:00:00,2,28.43,0.306
2024-04-11 14:00:00,2,29.71,0.199
2024-04-11 15:00:00,0,24.54,0.29
2024-04-11 16:00:00,1,25.38,0.311
2024-04-11 17:00:00,0,23.77,0.282
2024-04-11 18:00:00,3,26.52,0.239
2024-04-11 19:00:00,2,27.63,0.272
2024-04-11 20:00:00,0,23.98,0.327
2024-04-11 21:00:00,2,28.17,0.302
2024-04-11 22:00:00,2,25.02,0.305
2024-04-11 23:00:00,3,24.89,0.27
2024-04-12 00:00:00,1,28.24,0.303
2024-04-12 01:00:00,4,24.76,0.177
2024-04-12 02:00:00,3,23.23,0.28
2024-04-12 03:00:00,4,27.55,0.263
2024-04-12 04:00:00,3,25.82,0.283
2024-04-12 05:00:00,3,28.51,0.223
2024-04-12 06:00:00,6,27.81,0.3
2024-04-12 07:00:00,2,22.67,0.378
2024-04-12 08:00:00,2,28.83,0.285
2024-04-12 09:00:00,3,30.03,0.284
2024-04-12 10:00:00,1,28.32,0.407
2024-04-12 11:00:00,1,28.43,0.234
2024-04-12 12:00:00,2,25.82,0.306
2024-04-12 13:00:00,0,25.39,0.36
2024-04-12 14:00:00,0,26.8,0.261
2024-04-12 15:00:00,4,28.24,0.324
2024-04-12 16:00:00,1,28.22,0.289
2024-04-12 17:00:00,0,25.59,0.227
2024-04-12 18:00:00,1,25.42,0.272
2024-04-12 19:00:00,2,23.55,0.279
2024-04-12 20:00:00,3,27.85,0.249
2024-04-12 21:00:00,1,25.81,0.2
2024-04-12 22:00:00,4,26.02,0.26
2024-04-12 23:00:00,0,30.11,0.206
2024-04-13 00:00:00,2,27.88,0.307
2024-04-13 01:00:00,4,27.37,0.308
2024-04-13 02:00:00,5,28.41,0.216
2024-04-13 03:00:00,3,29.63,0.284
2024-04-13 04:00:00,5,23.58,0.213
2024-04-13 05:00:00,4,25.72,0.262
2024-04-13 06:00:00,5,26.42,0.246
2024-04-13 07:00:00,7,24.97,0.304
2024-04-13 08:00:00,6,26.43,0.199
2024-04-13 09:00:00,3,23.89,0.329
2024-04-13 10:00:00,3,28.87,0.341
2024-04-13 11:00:00,3,26.03,0.272
2024-04-13 12:00:00,3,27.5,0.212
2024-04-13 13:00:00,2,27.23,0.175
2024-04-13 14:00:00,4,28.28,0.334
2024-04-13 15:00:00,3,22.28,0.378
2024-04-13 16:00:00,3,28.14,0.281
2024-04-13 17:00:00,0,26.73,0.221
2024-04-13 18:00:00,4,28.13,0.224
2024-04-13 19:00:00,0,24.99,0.338
2024-04-13 20:00:00,5,28.21,0.287
2024-04-13 21:00:00,5,30.02,0.23
2024-04-13 22:00:00,4,27.84,0.394
2024-04-13 23:00:00,7,26.07,0.331
2024-04-14 00:00:00,6,26.19,0.306
2024-04-14 01:00:00,6,28.73,0.251
2024-04-14 02:00:00,7,28.75,0.34
2024-04-14 03:00:00,12,28.37,0.322
2024-04-14 04:00:00,10,27.62,0.273
2024-04-14 05:00:00,9,28.14,0.333
2024-04-14 06:00:00,6,27.64,0.33
2024-04-14 07:00:00,8,27.05,0.292
2024-04-14 08:00:00,6,29.36,0.221
2024-04-14 09:00:00,8,28.51,0.227
2024-04-14 10:00:00,7,30.51,0.199
2024-04-14 11:00:00,5,30.2,0.344
2024-04-14 12:00:00,6,28.56,0.205
2024-04-14 13:00:00,4,29.24,0.279
2024-04-14 14:00:00,5,26.17,0.198
2024-04-14 15:00:00,4,27.97,0.362
2024-04-14 16:00:00,5,28.85,0.219
2024-04-14 17:00:00,6,25.04,0.294
2024-04-14 18:00:00,5,29.11,0.199
2024-04-14 19:00:00,5,26.37,0.321
2024-04-14 20:00:00,6,26.63,0.331
2024-04-14 21:00:00,7,27.31,0.278
2024-04-14 22:00:00,5,28.35,0.274
2024-04-14 23:00:00,8,25.8,0.318
2024-04-15 00:00:00,10,30.21,0.246
